2023-08-11 07:27:34.197374228 +0200 CEST m=+0.003452727,2023-08-11 07:42:34.204151687 +0200 CEST m=+900.010230185,general,900000000000,8,6,12,4,4,2,0.25,100,1
2023-08-11 08:01:07.957037908 +0200 CEST m=+0.002767185,2023-08-11 08:16:07.960513892 +0200 CEST m=+900.006243169,general,900000000000,8,6,12,4,4,2,0.25,100,1
2023-08-11 08:34:42.361491517 +0200 CEST m=+0.002860370,2023-08-11 08:49:42.365591825 +0200 CEST m=+900.006960637,general,900000000000,8,6,12,4,4,2,0.25,100,1
2023-08-11 09:08:16.369301463 +0200 CEST m=+0.003610980,2023-08-11 09:23:16.373968087 +0200 CEST m=+900.008277584,general,900000000000,8,6,12,4,8,4,0.25,100,1
2023-08-11 09:41:50.475063697 +0200 CEST m=+0.002370759,2023-08-11 09:56:50.479051186 +0200 CEST m=+900.006358200,general,900000000000,8,6,12,4,8,4,0.25,100,1
2023-08-11 10:15:24.038373474 +0200 CEST m=+0.002250394,2023-08-11 10:30:24.040537406 +0200 CEST m=+900.004414321,general,900000000000,8,6,12,4,8,4,0.25,100,1
2023-08-11 10:48:58.033517245 +0200 CEST m=+0.002360838,2023-08-11 11:03:58.044675396 +0200 CEST m=+900.013518988,general,900000000000,8,6,12,4,8,2,0.50,100,1
2023-08-11 11:22:32.535931597 +0200 CEST m=+0.002402679,2023-08-11 11:37:32.538891375 +0200 CEST m=+900.005362439,general,900000000000,8,6,12,4,8,2,0.50,100,1
2023-08-11 11:56:06.224331225 +0200 CEST m=+0.002409388,2023-08-11 12:11:06.228402844 +0200 CEST m=+900.006481009,general,900000000000,8,6,12,4,8,2,0.50,100,1
2023-08-11 12:29:39.711266338 +0200 CEST m=+0.002287883,2023-08-11 12:44:39.717231361 +0200 CEST m=+900.008252914,general,900000000000,8,6,12,4,8,2,1,100,1
2023-08-11 13:03:13.515383159 +0200 CEST m=+0.002276546,2023-08-11 13:18:13.518705211 +0200 CEST m=+900.005598582,general,900000000000,8,6,12,4,8,2,1,100,1
2023-08-11 13:36:47.349133525 +0200 CEST m=+0.002879363,2023-08-11 13:51:47.352353318 +0200 CEST m=+900.006099159,general,900000000000,8,6,12,4,8,2,1,100,1
2023-08-11 14:10:20.95868074 +0200 CEST m=+0.002589887,2023-08-11 14:25:20.961287201 +0200 CEST m=+900.005196340,general,900000000000,8,6,12,4,8,2,0.15,100,1
2023-08-11 14:43:54.55153734 +0200 CEST m=+0.002300871,2023-08-11 14:58:54.553505754 +0200 CEST m=+900.004269258,general,900000000000,8,6,12,4,8,2,0.15,100,1
2023-08-11 15:17:29.984218046 +0200 CEST m=+0.002516250,2023-08-11 15:32:29.986856711 +0200 CEST m=+900.005154930,general,900000000000,8,6,12,4,8,2,0.15,100,1
