,experiment,_time,messageDuplicated,messageReceived,graft,prune,iwant,ihave
6350,473,2023-10-07 03:19:10+00:00,6098.0,475.0,0.0,0.0,0.0,360.0
6351,473,2023-10-07 03:19:20+00:00,7941.0,618.0,0.0,0.0,2.0,356.0
6352,473,2023-10-07 03:19:30+00:00,5693.0,441.0,0.0,0.0,0.0,320.0
6353,473,2023-10-07 03:19:40+00:00,5860.0,454.0,0.0,0.0,1.0,320.0
6354,473,2023-10-07 03:19:50+00:00,7381.0,569.0,0.0,0.0,0.0,320.0
6355,473,2023-10-07 03:20:00+00:00,5534.0,428.0,0.0,0.0,0.0,320.0
6356,473,2023-10-07 03:20:10+00:00,5520.0,427.0,0.0,0.0,0.0,320.0
6357,473,2023-10-07 03:20:20+00:00,7371.0,570.0,0.0,0.0,0.0,320.0
6358,473,2023-10-07 03:20:30+00:00,5529.0,428.0,0.0,0.0,0.0,320.0
6359,473,2023-10-07 03:20:40+00:00,5533.0,426.0,0.0,0.0,0.0,320.0
6360,473,2023-10-07 03:20:50+00:00,7367.0,571.0,0.0,0.0,0.0,320.0
6361,473,2023-10-07 03:21:00+00:00,5518.0,423.0,0.0,0.0,0.0,320.0
6362,473,2023-10-07 03:21:10+00:00,5526.0,428.0,0.0,0.0,0.0,320.0
6363,473,2023-10-07 03:21:20+00:00,7204.0,554.0,0.0,0.0,0.0,320.0
6364,473,2023-10-07 03:21:30+00:00,5686.0,441.0,0.0,0.0,0.0,320.0
6365,473,2023-10-07 03:21:40+00:00,5685.0,441.0,0.0,0.0,0.0,320.0
6366,473,2023-10-07 03:21:50+00:00,7201.0,557.0,0.0,0.0,0.0,320.0
6367,473,2023-10-07 03:22:00+00:00,5673.0,440.0,0.0,0.0,0.0,320.0
6368,473,2023-10-07 03:22:10+00:00,5685.0,442.0,0.0,0.0,0.0,320.0
6369,473,2023-10-07 03:22:20+00:00,6700.0,520.0,0.0,0.0,0.0,320.0
6370,473,2023-10-07 03:22:30+00:00,6536.0,503.0,0.0,0.0,0.0,320.0
6371,473,2023-10-07 03:22:40+00:00,6169.0,478.0,0.0,0.0,0.0,320.0
6372,473,2023-10-07 03:22:50+00:00,6012.0,465.0,0.0,0.0,0.0,320.0
6373,473,2023-10-07 03:23:00+00:00,6517.0,505.0,0.0,0.0,0.0,320.0
6374,473,2023-10-07 03:23:10+00:00,6369.0,492.0,0.0,0.0,0.0,320.0
6375,473,2023-10-07 03:23:20+00:00,6700.0,518.0,0.0,0.0,0.0,320.0
6376,473,2023-10-07 03:23:30+00:00,6015.0,465.0,0.0,0.0,0.0,320.0
6377,473,2023-10-07 03:23:40+00:00,7338.0,572.0,0.0,0.0,0.0,320.0
6378,473,2023-10-07 03:23:50+00:00,6844.0,532.0,0.0,0.0,0.0,320.0
6379,473,2023-10-07 03:24:00+00:00,6212.0,479.0,0.0,0.0,0.0,320.0
6380,473,2023-10-07 03:24:10+00:00,5866.0,453.0,0.0,0.0,0.0,319.0
6381,473,2023-10-07 03:24:20+00:00,7205.0,557.0,0.0,0.0,0.0,320.0
6382,473,2023-10-07 03:24:30+00:00,7202.0,556.0,0.0,0.0,0.0,320.0
6383,473,2023-10-07 03:24:40+00:00,6194.0,476.0,0.0,0.0,0.0,320.0
6384,473,2023-10-07 03:24:50+00:00,6208.0,480.0,0.0,0.0,0.0,320.0
6385,473,2023-10-07 03:25:00+00:00,7350.0,567.0,0.0,0.0,0.0,320.0
6386,473,2023-10-07 03:25:10+00:00,6214.0,478.0,0.0,0.0,0.0,320.0
6387,473,2023-10-07 03:25:20+00:00,6189.0,479.0,0.0,0.0,0.0,320.0
6388,473,2023-10-07 03:25:30+00:00,6860.0,532.0,0.0,0.0,0.0,320.0
6389,473,2023-10-07 03:25:40+00:00,6357.0,494.0,0.0,0.0,0.0,320.0
6390,473,2023-10-07 03:25:50+00:00,6188.0,479.0,0.0,0.0,0.0,320.0
6391,473,2023-10-07 03:26:00+00:00,7196.0,557.0,0.0,0.0,0.0,320.0
6392,473,2023-10-07 03:26:10+00:00,7520.0,581.0,0.0,0.0,0.0,320.0
6393,473,2023-10-07 03:26:20+00:00,6701.0,516.0,0.0,0.0,0.0,320.0
6394,473,2023-10-07 03:26:30+00:00,6211.0,480.0,0.0,0.0,0.0,320.0
6395,473,2023-10-07 03:26:40+00:00,7040.0,544.0,0.0,0.0,0.0,320.0
6396,473,2023-10-07 03:26:50+00:00,6050.0,466.0,0.0,0.0,0.0,320.0
6397,473,2023-10-07 03:27:00+00:00,6213.0,481.0,0.0,0.0,4.0,320.0
6398,473,2023-10-07 03:27:10+00:00,7034.0,545.0,0.0,0.0,0.0,320.0
6399,473,2023-10-07 03:27:20+00:00,5872.0,455.0,0.0,0.0,0.0,320.0
6400,473,2023-10-07 03:27:30+00:00,5856.0,454.0,0.0,0.0,0.0,320.0
6401,473,2023-10-07 03:27:40+00:00,7029.0,544.0,0.0,0.0,0.0,320.0
6402,473,2023-10-07 03:27:50+00:00,5881.0,453.0,0.0,0.0,0.0,320.0
6403,473,2023-10-07 03:28:00+00:00,5689.0,440.0,0.0,0.0,0.0,320.0
6404,473,2023-10-07 03:28:10+00:00,7198.0,559.0,0.0,0.0,0.0,320.0
6405,473,2023-10-07 03:28:20+00:00,5705.0,440.0,0.0,0.0,0.0,320.0
6406,473,2023-10-07 03:28:30+00:00,4015.0,312.0,0.0,0.0,0.0,259.0
6407,473,2023-10-07 03:32:10+00:00,848.0,62.0,473.0,5.0,0.0,232.0
6408,473,2023-10-07 03:32:20+00:00,7471.0,627.0,0.0,0.0,0.0,720.0
6409,473,2023-10-07 03:32:30+00:00,8649.0,725.0,0.0,0.0,0.0,720.0
6410,473,2023-10-07 03:32:40+00:00,6650.0,559.0,0.0,0.0,0.0,720.0
6411,473,2023-10-07 03:32:50+00:00,8867.0,746.0,0.0,0.0,1.0,719.0
6412,473,2023-10-07 03:33:00+00:00,6664.0,560.0,0.0,0.0,0.0,720.0
6413,473,2023-10-07 03:33:10+00:00,6665.0,559.0,0.0,0.0,0.0,720.0
6414,473,2023-10-07 03:33:20+00:00,8881.0,745.0,0.0,0.0,0.0,720.0
6415,473,2023-10-07 03:33:30+00:00,6701.0,551.0,2.0,0.0,0.0,682.0
6416,473,2023-10-07 03:33:40+00:00,6730.0,558.0,0.0,0.0,0.0,680.0
6417,473,2023-10-07 03:33:50+00:00,8941.0,744.0,0.0,0.0,0.0,680.0
6418,473,2023-10-07 03:34:00+00:00,6687.0,559.0,0.0,0.0,0.0,680.0
6419,473,2023-10-07 03:34:10+00:00,7740.0,640.0,0.0,0.0,0.0,680.0
6420,473,2023-10-07 03:34:20+00:00,7323.0,607.0,0.0,0.0,0.0,680.0
6421,473,2023-10-07 03:34:30+00:00,8316.0,697.0,0.0,0.0,0.0,680.0
6422,473,2023-10-07 03:34:40+00:00,7318.0,611.0,0.0,0.0,0.0,680.0
6423,473,2023-10-07 03:34:50+00:00,7320.0,609.0,0.0,0.0,0.0,680.0
6424,473,2023-10-07 03:35:00+00:00,8381.0,693.0,0.0,0.0,2.0,607.0
6425,473,2023-10-07 03:35:10+00:00,7346.0,606.0,0.0,0.0,0.0,600.0
6426,473,2023-10-07 03:35:20+00:00,7908.0,656.0,0.0,0.0,0.0,600.0
6427,473,2023-10-07 03:35:30+00:00,6576.0,541.0,0.0,0.0,0.0,599.0
6428,473,2023-10-07 03:35:40+00:00,8320.0,682.0,0.0,0.0,0.0,600.0
6429,473,2023-10-07 03:35:50+00:00,6581.0,540.0,0.0,0.0,0.0,600.0
6430,473,2023-10-07 03:36:00+00:00,6759.0,558.0,0.0,0.0,0.0,600.0
6431,473,2023-10-07 03:36:10+00:00,8113.0,671.0,0.0,0.0,0.0,600.0
6432,473,2023-10-07 03:36:20+00:00,6789.0,559.0,0.0,0.0,0.0,599.0
6433,473,2023-10-07 03:36:30+00:00,6776.0,557.0,0.0,0.0,0.0,600.0
6434,473,2023-10-07 03:36:40+00:00,7925.0,655.0,0.0,0.0,0.0,600.0
6435,473,2023-10-07 03:36:50+00:00,6951.0,574.0,0.0,0.0,0.0,600.0
6436,473,2023-10-07 03:37:00+00:00,7155.0,588.0,0.0,0.0,0.0,600.0
6437,473,2023-10-07 03:37:10+00:00,6576.0,543.0,0.0,0.0,0.0,600.0
6438,473,2023-10-07 03:37:20+00:00,8081.0,668.0,0.0,0.0,0.0,600.0
6439,473,2023-10-07 03:37:30+00:00,6819.0,559.0,0.0,0.0,0.0,600.0
6440,473,2023-10-07 03:37:40+00:00,6996.0,576.0,0.0,0.0,0.0,600.0
6441,473,2023-10-07 03:37:50+00:00,8140.0,667.0,0.0,0.0,0.0,600.0
6442,473,2023-10-07 03:38:00+00:00,8131.0,668.0,0.0,0.0,0.0,600.0
6443,473,2023-10-07 03:38:10+00:00,7166.0,591.0,0.0,0.0,0.0,600.0
6444,473,2023-10-07 03:38:20+00:00,6963.0,575.0,0.0,0.0,0.0,599.0
6445,473,2023-10-07 03:38:30+00:00,7939.0,655.0,0.0,0.0,0.0,600.0
6446,473,2023-10-07 03:38:40+00:00,6770.0,557.0,0.0,0.0,0.0,600.0
6447,473,2023-10-07 03:38:50+00:00,6393.0,529.0,0.0,0.0,0.0,600.0
6448,473,2023-10-07 03:39:00+00:00,8530.0,697.0,0.0,0.0,0.0,600.0
6449,473,2023-10-07 03:39:10+00:00,6589.0,542.0,0.0,0.0,0.0,600.0
6450,473,2023-10-07 03:39:20+00:00,6388.0,527.0,0.0,0.0,0.0,600.0
6451,473,2023-10-07 03:39:30+00:00,8532.0,700.0,0.0,0.0,0.0,600.0
6452,473,2023-10-07 03:39:40+00:00,6387.0,527.0,0.0,0.0,0.0,600.0
6453,473,2023-10-07 03:39:50+00:00,6382.0,524.0,0.0,0.0,0.0,600.0
6454,473,2023-10-07 03:40:00+00:00,8533.0,702.0,0.0,0.0,0.0,600.0
6455,473,2023-10-07 03:40:10+00:00,6410.0,522.0,0.0,0.0,0.0,600.0
6456,473,2023-10-07 03:40:20+00:00,6583.0,541.0,0.0,0.0,0.0,600.0
6457,473,2023-10-07 03:40:30+00:00,8312.0,684.0,0.0,0.0,0.0,600.0
6458,473,2023-10-07 03:40:40+00:00,7370.0,607.0,0.0,0.0,0.0,600.0
6459,473,2023-10-07 03:40:50+00:00,7367.0,605.0,0.0,0.0,0.0,600.0
6460,473,2023-10-07 03:41:00+00:00,6776.0,557.0,0.0,0.0,0.0,600.0
6461,473,2023-10-07 03:41:10+00:00,8138.0,669.0,0.0,0.0,0.0,600.0
6462,473,2023-10-07 03:41:20+00:00,6752.0,558.0,0.0,0.0,0.0,600.0
6463,473,2023-10-07 03:41:30+00:00,6780.0,558.0,0.0,0.0,0.0,600.0
6464,473,2023-10-07 03:41:40+00:00,8131.0,665.0,0.0,0.0,0.0,600.0
6465,473,2023-10-07 03:41:50+00:00,6778.0,559.0,0.0,0.0,0.0,600.0
6466,473,2023-10-07 03:42:00+00:00,6773.0,558.0,0.0,0.0,0.0,600.0
6467,473,2023-10-07 03:42:10+00:00,8333.0,687.0,0.0,0.0,0.0,600.0
6468,473,2023-10-07 03:42:20+00:00,6775.0,559.0,0.0,0.0,0.0,600.0
6469,473,2023-10-07 03:42:30+00:00,6771.0,559.0,0.0,0.0,0.0,600.0
6470,473,2023-10-07 03:42:40+00:00,8316.0,687.0,0.0,0.0,0.0,600.0
6471,473,2023-10-07 03:42:50+00:00,6778.0,557.0,0.0,0.0,0.0,600.0
6472,473,2023-10-07 03:43:00+00:00,6763.0,558.0,0.0,0.0,0.0,600.0
6473,473,2023-10-07 03:43:10+00:00,8201.0,679.0,0.0,0.0,1.0,582.0
6474,473,2023-10-07 03:43:20+00:00,6679.0,554.0,0.0,0.0,0.0,580.0
6475,473,2023-10-07 03:43:30+00:00,6662.0,552.0,0.0,0.0,0.0,580.0
6476,473,2023-10-07 03:43:40+00:00,6138.0,509.0,0.0,0.0,0.0,580.0
6477,473,2023-10-07 03:43:50+00:00,7548.0,627.0,0.0,0.0,0.0,580.0
6478,473,2023-10-07 03:44:00+00:00,7197.0,600.0,0.0,0.0,0.0,580.0
6479,473,2023-10-07 03:44:10+00:00,6482.0,537.0,0.0,0.0,0.0,580.0
6480,473,2023-10-07 03:44:20+00:00,6860.0,568.0,0.0,0.0,0.0,580.0
6481,473,2023-10-07 03:44:30+00:00,7386.0,611.0,0.0,0.0,0.0,580.0
6482,473,2023-10-07 03:44:40+00:00,6678.0,555.0,0.0,0.0,0.0,579.0
6483,473,2023-10-07 03:44:50+00:00,6504.0,536.0,0.0,0.0,0.0,580.0
6484,473,2023-10-07 03:45:00+00:00,7754.0,643.0,0.0,0.0,0.0,580.0
6485,473,2023-10-07 03:45:10+00:00,6883.0,568.0,0.0,0.0,0.0,580.0
6486,473,2023-10-07 03:45:20+00:00,6847.0,565.0,0.0,0.0,0.0,580.0
6487,473,2023-10-07 03:45:30+00:00,6504.0,539.0,0.0,0.0,0.0,580.0
6488,473,2023-10-07 03:45:40+00:00,7194.0,596.0,0.0,0.0,0.0,580.0
6489,473,2023-10-07 03:45:50+00:00,6665.0,553.0,0.0,0.0,0.0,580.0
6490,473,2023-10-07 03:46:00+00:00,6663.0,550.0,0.0,0.0,0.0,580.0
6491,473,2023-10-07 03:46:10+00:00,7373.0,615.0,0.0,0.0,0.0,580.0
6492,473,2023-10-07 03:46:20+00:00,7193.0,599.0,0.0,0.0,0.0,580.0
6493,473,2023-10-07 03:46:30+00:00,6671.0,554.0,0.0,0.0,0.0,580.0
6494,473,2023-10-07 03:46:40+00:00,6844.0,570.0,0.0,0.0,0.0,580.0
6495,473,2023-10-07 03:46:50+00:00,6485.0,537.0,0.0,0.0,0.0,580.0
6496,473,2023-10-07 03:47:00+00:00,7385.0,611.0,0.0,0.0,0.0,580.0
6497,473,2023-10-07 03:47:10+00:00,6484.0,537.0,0.0,0.0,0.0,580.0
6498,473,2023-10-07 03:47:20+00:00,6493.0,539.0,0.0,0.0,0.0,580.0
6499,473,2023-10-07 03:47:30+00:00,7407.0,614.0,0.0,0.0,0.0,580.0
6500,473,2023-10-07 03:47:40+00:00,6311.0,522.0,0.0,0.0,0.0,580.0
6501,473,2023-10-07 03:47:50+00:00,1973.0,164.0,0.0,0.0,0.0,116.0
6502,474,2023-10-07 03:51:20+00:00,1733.0,143.0,0.0,0.0,0.0,150.0
6503,474,2023-10-07 03:51:30+00:00,5513.0,455.0,0.0,0.0,0.0,500.0
6504,474,2023-10-07 03:51:40+00:00,6598.0,544.0,0.0,0.0,0.0,500.0
6505,474,2023-10-07 03:51:50+00:00,5683.0,468.0,0.0,0.0,0.0,500.0
6506,474,2023-10-07 03:52:00+00:00,5362.0,442.0,0.0,0.0,0.0,500.0
6507,474,2023-10-07 03:52:10+00:00,6745.0,559.0,0.0,0.0,0.0,500.0
6508,474,2023-10-07 03:52:20+00:00,5506.0,453.0,0.0,0.0,0.0,500.0
6509,474,2023-10-07 03:52:30+00:00,5326.0,441.0,0.0,0.0,0.0,500.0
6510,474,2023-10-07 03:52:40+00:00,6806.0,556.0,0.0,0.0,0.0,500.0
6511,474,2023-10-07 03:52:50+00:00,5170.0,429.0,0.0,0.0,0.0,500.0
6512,474,2023-10-07 03:53:00+00:00,5352.0,439.0,0.0,0.0,0.0,500.0
6513,474,2023-10-07 03:53:10+00:00,6762.0,558.0,0.0,0.0,0.0,500.0
6514,474,2023-10-07 03:53:20+00:00,5327.0,441.0,0.0,0.0,0.0,499.0
6515,474,2023-10-07 03:53:30+00:00,5503.0,451.0,0.0,0.0,0.0,500.0
6516,474,2023-10-07 03:53:40+00:00,6432.0,532.0,0.0,0.0,0.0,500.0
6517,474,2023-10-07 03:53:50+00:00,5814.0,479.0,0.0,0.0,0.0,500.0
6518,474,2023-10-07 03:54:00+00:00,6001.0,492.0,0.0,0.0,0.0,500.0
6519,474,2023-10-07 03:54:10+00:00,5508.0,453.0,0.0,0.0,0.0,500.0
6520,474,2023-10-07 03:54:20+00:00,6448.0,531.0,0.0,0.0,0.0,500.0
6521,474,2023-10-07 03:54:30+00:00,5669.0,467.0,0.0,0.0,0.0,500.0
6522,474,2023-10-07 03:54:40+00:00,6610.0,545.0,0.0,0.0,0.0,500.0
6523,474,2023-10-07 03:54:50+00:00,5653.0,467.0,0.0,0.0,0.0,500.0
6524,474,2023-10-07 03:55:00+00:00,6463.0,532.0,0.0,0.0,0.0,500.0
6525,474,2023-10-07 03:55:10+00:00,5652.0,465.0,0.0,0.0,0.0,500.0
6526,474,2023-10-07 03:55:20+00:00,5640.0,467.0,0.0,0.0,0.0,500.0
6527,474,2023-10-07 03:55:30+00:00,6445.0,528.0,0.0,0.0,0.0,500.0
6528,474,2023-10-07 03:55:40+00:00,5796.0,476.0,0.0,0.0,0.0,500.0
6529,474,2023-10-07 03:55:50+00:00,5475.0,454.0,0.0,0.0,0.0,499.0
6530,474,2023-10-07 03:56:00+00:00,6606.0,542.0,0.0,0.0,0.0,499.0
6531,474,2023-10-07 03:56:10+00:00,5496.0,452.0,0.0,0.0,0.0,500.0
6532,474,2023-10-07 03:56:20+00:00,5345.0,441.0,0.0,0.0,0.0,500.0
6533,474,2023-10-07 03:56:30+00:00,6759.0,558.0,0.0,0.0,0.0,500.0
6534,474,2023-10-07 03:56:40+00:00,5347.0,439.0,0.0,0.0,0.0,500.0
6535,474,2023-10-07 03:56:50+00:00,5339.0,442.0,0.0,0.0,0.0,500.0
6536,474,2023-10-07 03:57:00+00:00,6774.0,559.0,0.0,0.0,0.0,500.0
6537,474,2023-10-07 03:57:10+00:00,5334.0,442.0,0.0,0.0,0.0,500.0
6538,474,2023-10-07 03:57:20+00:00,5352.0,441.0,0.0,0.0,0.0,500.0
6539,474,2023-10-07 03:57:30+00:00,6771.0,559.0,0.0,0.0,0.0,500.0
6540,474,2023-10-07 03:57:40+00:00,5240.0,429.0,0.0,0.0,2.0,476.0
6541,474,2023-10-07 03:57:50+00:00,5021.0,405.0,0.0,0.0,0.0,420.0
6542,474,2023-10-07 03:58:00+00:00,6332.0,515.0,0.0,0.0,0.0,420.0
6543,474,2023-10-07 03:58:10+00:00,5030.0,406.0,0.0,0.0,0.0,420.0
6544,474,2023-10-07 03:58:20+00:00,5180.0,420.0,0.0,0.0,0.0,420.0
6545,474,2023-10-07 03:58:30+00:00,6346.0,513.0,0.0,0.0,0.0,420.0
6546,474,2023-10-07 03:58:40+00:00,5035.0,406.0,0.0,0.0,0.0,420.0
6547,474,2023-10-07 03:58:50+00:00,5020.0,404.0,0.0,0.0,0.0,420.0
6548,474,2023-10-07 03:59:00+00:00,6331.0,515.0,0.0,0.0,0.0,420.0
6549,474,2023-10-07 03:59:10+00:00,5023.0,403.0,0.0,0.0,0.0,420.0
6550,474,2023-10-07 03:59:20+00:00,5013.0,403.0,0.0,0.0,0.0,420.0
6551,474,2023-10-07 03:59:30+00:00,6338.0,514.0,0.0,0.0,0.0,420.0
6552,474,2023-10-07 03:59:40+00:00,4890.0,398.0,0.0,0.0,0.0,417.0
6553,474,2023-10-07 03:59:50+00:00,4730.0,383.0,0.0,0.0,0.0,400.0
6554,474,2023-10-07 04:00:00+00:00,5814.0,470.0,0.0,0.0,0.0,400.0
6555,474,2023-10-07 04:00:10+00:00,4738.0,383.0,0.0,0.0,0.0,400.0
6556,474,2023-10-07 04:00:20+00:00,4870.0,396.0,0.0,0.0,0.0,400.0
6557,474,2023-10-07 04:00:30+00:00,5544.0,448.0,0.0,0.0,0.0,400.0
6558,474,2023-10-07 04:00:40+00:00,4853.0,393.0,0.0,0.0,0.0,400.0
6559,474,2023-10-07 04:00:50+00:00,4974.0,406.0,0.0,0.0,0.0,400.0
6560,474,2023-10-07 04:01:00+00:00,5673.0,459.0,0.0,0.0,0.0,400.0
6561,474,2023-10-07 04:01:10+00:00,4860.0,394.0,0.0,0.0,0.0,399.0
6562,474,2023-10-07 04:01:20+00:00,4862.0,395.0,0.0,0.0,0.0,400.0
6563,474,2023-10-07 04:01:30+00:00,5408.0,438.0,0.0,0.0,0.0,400.0
6564,474,2023-10-07 04:01:40+00:00,4997.0,402.0,0.0,0.0,0.0,400.0
6565,474,2023-10-07 04:01:50+00:00,5117.0,414.0,0.0,0.0,0.0,400.0
6566,474,2023-10-07 04:02:00+00:00,4582.0,370.0,0.0,0.0,0.0,400.0
6567,474,2023-10-07 04:02:10+00:00,1485.0,121.0,0.0,0.0,0.0,159.0
6568,474,2023-10-07 04:05:50+00:00,2015.0,147.0,472.0,52.0,0.0,479.0
6569,474,2023-10-07 04:06:00+00:00,12414.0,1038.0,0.0,0.0,0.0,1560.0
6570,474,2023-10-07 04:06:10+00:00,9472.0,795.0,0.0,0.0,4.0,1560.0
6571,474,2023-10-07 04:06:20+00:00,9472.0,785.0,0.0,0.0,1.0,1560.0
6572,474,2023-10-07 04:06:30+00:00,12636.0,1054.0,0.0,0.0,0.0,1559.0
6573,474,2023-10-07 04:06:40+00:00,9451.0,795.0,0.0,0.0,0.0,1560.0
6574,474,2023-10-07 04:06:50+00:00,9686.0,806.0,0.0,0.0,0.0,1560.0
6575,474,2023-10-07 04:07:00+00:00,12380.0,1040.0,0.0,0.0,0.0,1559.0
6576,474,2023-10-07 04:07:10+00:00,9692.0,810.0,0.0,0.0,0.0,1559.0
6577,474,2023-10-07 04:07:20+00:00,9899.0,831.0,0.0,0.0,0.0,1559.0
6578,474,2023-10-07 04:07:30+00:00,11541.0,974.0,0.0,0.0,1.0,1522.0
6579,474,2023-10-07 04:07:40+00:00,9321.0,784.0,0.0,0.0,0.0,1520.0
6580,474,2023-10-07 04:07:50+00:00,9316.0,788.0,0.0,0.0,0.0,1520.0
6581,474,2023-10-07 04:08:00+00:00,11016.0,932.0,0.0,0.0,0.0,1520.0
6582,474,2023-10-07 04:08:10+00:00,9745.0,821.0,0.0,0.0,0.0,1520.0
6583,474,2023-10-07 04:08:20+00:00,9160.0,781.0,0.0,0.0,1.0,1470.0
6584,474,2023-10-07 04:08:30+00:00,10146.0,855.0,0.0,0.0,0.0,1459.0
6585,474,2023-10-07 04:08:40+00:00,9401.0,793.0,0.0,0.0,0.0,1460.0
6586,474,2023-10-07 04:08:50+00:00,11187.0,944.0,0.0,0.0,0.0,1460.0
6587,474,2023-10-07 04:09:00+00:00,9365.0,792.0,0.0,0.0,0.0,1460.0
6588,474,2023-10-07 04:09:10+00:00,8762.0,744.0,0.0,0.0,0.0,1459.0
6589,474,2023-10-07 04:09:20+00:00,10579.0,897.0,0.0,0.0,0.0,1459.0
6590,474,2023-10-07 04:09:30+00:00,9344.0,796.0,0.0,0.0,0.0,1460.0
6591,474,2023-10-07 04:09:40+00:00,9164.0,777.0,0.0,0.0,0.0,1460.0
6592,474,2023-10-07 04:09:50+00:00,10991.0,924.0,0.0,0.0,0.0,1460.0
6593,474,2023-10-07 04:10:00+00:00,10173.0,859.0,0.0,0.0,0.0,1460.0
6594,474,2023-10-07 04:10:10+00:00,9176.0,772.0,0.0,0.0,0.0,1460.0
6595,474,2023-10-07 04:10:20+00:00,8977.0,762.0,0.0,0.0,0.0,1460.0
6596,474,2023-10-07 04:10:30+00:00,10561.0,894.0,0.0,0.0,0.0,1459.0
6597,474,2023-10-07 04:10:40+00:00,8969.0,760.0,0.0,0.0,0.0,1460.0
6598,474,2023-10-07 04:10:50+00:00,8973.0,761.0,0.0,0.0,0.0,1460.0
6599,474,2023-10-07 04:11:00+00:00,10785.0,916.0,0.0,0.0,0.0,1459.0
6600,474,2023-10-07 04:11:10+00:00,8766.0,747.0,0.0,0.0,0.0,1459.0
6601,474,2023-10-07 04:11:20+00:00,8785.0,742.0,0.0,0.0,0.0,1460.0
6602,474,2023-10-07 04:11:30+00:00,10790.0,914.0,0.0,0.0,0.0,1459.0
6603,474,2023-10-07 04:11:40+00:00,8794.0,743.0,0.0,0.0,0.0,1460.0
6604,474,2023-10-07 04:11:50+00:00,8786.0,742.0,0.0,0.0,0.0,1460.0
6605,474,2023-10-07 04:12:00+00:00,10790.0,913.0,0.0,0.0,0.0,1458.0
6606,474,2023-10-07 04:12:10+00:00,9739.0,829.0,0.0,0.0,1.0,1415.0
6607,474,2023-10-07 04:12:20+00:00,8984.0,761.0,0.0,0.0,0.0,1379.0
6608,474,2023-10-07 04:12:30+00:00,8634.0,731.0,0.0,0.0,0.0,1380.0
6609,474,2023-10-07 04:12:40+00:00,9768.0,828.0,0.0,0.0,0.0,1380.0
6610,474,2023-10-07 04:12:50+00:00,8637.0,731.0,0.0,0.0,0.0,1380.0
6611,474,2023-10-07 04:13:00+00:00,9058.0,766.0,0.0,0.0,0.0,1380.0
6612,474,2023-10-07 04:13:10+00:00,10364.0,879.0,0.0,0.0,0.0,1379.0
6613,474,2023-10-07 04:13:20+00:00,8456.0,716.0,0.0,0.0,0.0,1380.0
6614,474,2023-10-07 04:13:30+00:00,8276.0,699.0,0.0,0.0,0.0,1379.0
6615,474,2023-10-07 04:13:40+00:00,10398.0,876.0,0.0,0.0,1.0,1368.0
6616,474,2023-10-07 04:13:50+00:00,7782.0,657.0,0.0,0.0,0.0,1300.0
6617,474,2023-10-07 04:14:00+00:00,7769.0,654.0,0.0,0.0,0.0,1300.0
6618,474,2023-10-07 04:14:10+00:00,9302.0,790.0,0.0,0.0,1.0,1281.0
6619,474,2023-10-07 04:14:20+00:00,7198.0,614.0,0.0,0.0,0.0,1240.0
6620,474,2023-10-07 04:14:30+00:00,7205.0,614.0,0.0,0.0,0.0,1240.0
6621,474,2023-10-07 04:14:40+00:00,8818.0,752.0,0.0,0.0,0.0,1240.0
6622,474,2023-10-07 04:14:50+00:00,7211.0,612.0,0.0,0.0,0.0,1240.0
6623,474,2023-10-07 04:15:00+00:00,7535.0,643.0,0.0,0.0,0.0,1240.0
6624,474,2023-10-07 04:15:10+00:00,8695.0,739.0,0.0,0.0,0.0,1239.0
6625,474,2023-10-07 04:15:20+00:00,7531.0,639.0,0.0,0.0,0.0,1240.0
6626,474,2023-10-07 04:15:30+00:00,7882.0,665.0,0.0,0.0,0.0,1240.0
6627,474,2023-10-07 04:15:40+00:00,8215.0,699.0,0.0,0.0,0.0,1240.0
6628,474,2023-10-07 04:15:50+00:00,7851.0,669.0,0.0,0.0,0.0,1240.0
6629,474,2023-10-07 04:16:00+00:00,7866.0,667.0,0.0,0.0,0.0,1239.0
6630,474,2023-10-07 04:16:10+00:00,7547.0,642.0,0.0,0.0,0.0,1240.0
6631,474,2023-10-07 04:16:20+00:00,8529.0,721.0,0.0,0.0,0.0,1240.0
6632,474,2023-10-07 04:16:30+00:00,7521.0,641.0,0.0,0.0,0.0,1240.0
6633,474,2023-10-07 04:16:40+00:00,7522.0,643.0,0.0,0.0,0.0,1240.0
6634,474,2023-10-07 04:16:50+00:00,8217.0,698.0,0.0,0.0,0.0,1240.0
6635,474,2023-10-07 04:17:00+00:00,8195.0,700.0,0.0,0.0,0.0,1240.0
6636,474,2023-10-07 04:17:10+00:00,8036.0,683.0,0.0,0.0,0.0,1240.0
6637,474,2023-10-07 04:17:20+00:00,7394.0,627.0,0.0,0.0,0.0,1240.0
6638,474,2023-10-07 04:17:30+00:00,8683.0,740.0,0.0,0.0,0.0,1240.0
6639,474,2023-10-07 04:17:40+00:00,7549.0,643.0,0.0,0.0,0.0,1239.0
6640,474,2023-10-07 04:17:50+00:00,6891.0,585.0,0.0,0.0,0.0,1240.0
6641,474,2023-10-07 04:18:00+00:00,9168.0,784.0,0.0,0.0,0.0,1240.0
6642,474,2023-10-07 04:18:10+00:00,6867.0,587.0,0.0,0.0,0.0,1239.0
6643,474,2023-10-07 04:18:20+00:00,7052.0,600.0,0.0,0.0,0.0,1240.0
6644,474,2023-10-07 04:18:30+00:00,9027.0,770.0,0.0,0.0,0.0,1240.0
