8,6,12,4,8,2,0.25,100,1,reference
8,6,12,4,8,2,0.25,100,1,referece
8,6,12,4,8,2,0.25,100,1,reference
8,6,12,4,8,2,0.25,100,0.5,interval
8,6,12,4,8,2,0.25,100,0.5,interval
8,6,12,4,8,2,0.25,100,0.5,interval
8,6,12,4,8,2,0.25,100,30,interval
8,6,12,4,8,2,0.25,100,30,interval
8,6,12,4,8,2,0.25,100,30,interval
8,6,12,4,8,2,0.25,100,3,interval
8,6,12,4,8,2,0.25,100,3,interval
8,6,12,4,8,2,0.25,100,3,interval
24,6,12,4,8,2,0.25,100,1,d
24,6,12,4,8,2,0.25,100,1,d
24,6,12,4,8,2,0.25,100,1,d
12,6,12,4,8,2,0.25,100,1,d
12,6,12,4,8,2,0.25,100,1,d
12,6,12,4,8,2,0.25,100,1,d
6,6,12,4,8,2,0.25,100,1,d
6,6,12,4,8,2,0.25,100,1,d
6,6,12,4,8,2,0.25,100,1,d
8,2,12,4,8,2,0.25,100,1,dlo
8,2,12,4,8,2,0.25,100,1,dlo
8,2,12,4,8,2,0.25,100,1,dlo
8,3,12,4,8,2,0.25,100,1,dlo
8,3,12,4,8,2,0.25,100,1,dlo
8,3,12,4,8,2,0.25,100,1,dlo
8,8,12,4,8,2,0.25,100,1,dlo
8,8,12,4,8,2,0.25,100,1,dlo
8,8,12,4,8,2,0.25,100,1,dlo
8,6,6,4,8,2,0.25,100,1,dhi
8,6,6,4,8,2,0.25,100,1,dhi
8,6,6,4,8,2,0.25,100,1,dhi
8,6,24,4,8,2,0.25,100,1,dhi
8,6,24,4,8,2,0.25,100,1,dhi
8,6,24,4,8,2,0.25,100,1,dhi
8,6,8,4,8,2,0.25,100,1,dhi
8,6,8,4,8,2,0.25,100,1,dhi
8,6,8,4,8,2,0.25,100,1,dhi
8,6,12,2,8,2,0.25,100,1,dscore
8,6,12,2,8,2,0.25,100,1,dscore
8,6,12,2,8,2,0.25,100,1,dscore
8,6,12,6,8,2,0.25,100,1,dscore
8,6,12,6,8,2,0.25,100,1,dscore
8,6,12,6,8,2,0.25,100,1,dscore
8,6,12,8,8,2,0.25,100,1,dscore
8,6,12,8,8,2,0.25,100,1,dscore
8,6,12,8,8,2,0.25,100,1,dscore
8,6,12,4,16,2,0.25,100,1,dlazy
8,6,12,4,16,2,0.25,100,1,dlazy
8,6,12,4,16,2,0.25,100,1,dlazy
8,6,12,4,4,2,0.25,100,1,dlazy
8,6,12,4,4,2,0.25,100,1,dlazy
8,6,12,4,4,2,0.25,100,1,dlazy
8,6,12,4,6,2,0.25,100,1,dlazy
8,6,12,4,6,2,0.25,100,1,dlazy
8,6,12,4,6,2,0.25,100,1,dlazy
8,6,12,4,8,4,0.25,100,1,dout
8,6,12,4,8,4,0.25,100,1,dout
8,6,12,4,8,4,0.25,100,1,dout
8,6,12,4,8,6,0.25,100,1,dout
8,6,12,4,8,6,0.25,100,1,dout
8,6,12,4,8,6,0.25,100,1,dout
8,6,12,4,8,1,0.25,100,1,dout
8,6,12,4,8,1,0.25,100,1,dout
8,6,12,4,8,1,0.25,100,1,dout
8,6,12,4,8,2,0.50,100,1,gossipFactor
8,6,12,4,8,2,0.50,100,1,gossipFactor
8,6,12,4,8,2,0.50,100,1,gossipFactor
8,6,12,4,8,2,1,100,1,gossipFactor
8,6,12,4,8,2,1,100,1,gossipFactor
8,6,12,4,8,2,1,100,1,gossipFactor
8,6,12,4,8,2,0.15,100,1,gossipFactor
8,6,12,4,8,2,0.15,100,1,gossipFactor
8,6,12,4,8,2,0.15,100,1,gossipFactor
